% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.832	1	1	284	3	2	28	549	0
2.832	1	2	284	3	3	28	549	0
2.832	1	4	284	3	4	28	549	0
2.833	1	3	284	4	1	28	549	0
2.833	1	1	284	4	2	28	549	0
2.833	1	2	284	4	3	28	549	0
2.833	1	4	284	4	4	28	549	0
2.834	1	3	284	5	1	28	549	0
2.834	1	1	284	5	2	28	549	0
2.834	1	2	284	5	3	28	549	0
2.834	1	4	284	5	4	28	549	0
2.835	1	3	284	6	1	28	549	0
2.835	1	1	284	6	2	28	549	0
2.835	1	2	284	6	3	28	549	0
2.835	1	4	284	6	4	28	549	0
2.836	1	3	284	7	1	28	549	0
2.836	1	1	284	7	2	28	549	0
2.836	1	2	284	7	3	28	549	0
2.836	1	4	284	7	4	28	549	0
2.837	1	3	284	8	1	28	549	0
2.837	1	1	284	8	2	28	549	0
2.837	1	2	284	8	3	28	549	0
2.837	1	4	284	8	4	28	549	0
2.838	1	3	284	9	1	28	549	0
2.838	1	1	284	9	2	28	549	0
2.838	1	2	284	9	3	28	549	0
2.838	1	4	284	9	4	28	549	0
2.839	1	3	284	10	1	28	549	0
2.839	1	1	284	10	2	28	549	0
2.839	1	2	284	10	3	28	549	0
2.839	1	4	284	10	4	28	549	0
2.84	1	3	285	1	1	28	549	0
2.84	1	1	285	1	2	28	549	0
2.84	1	2	285	1	3	28	549	0
2.84	1	4	285	1	4	28	549	0
2.841	1	3	285	2	1	28	549	0
2.841	1	1	285	2	2	28	549	0
2.841	1	2	285	2	3	28	549	0
2.841	1	4	285	2	4	28	549	0
2.842	1	3	285	3	1	28	549	0
2.842	1	1	285	3	2	28	549	0
2.842	1	2	285	3	3	28	549	0
2.842	1	4	285	3	4	28	549	0
2.843	1	3	285	4	1	28	549	0
2.843	1	1	285	4	2	28	549	0
2.843	1	2	285	4	3	28	549	0
2.843	1	4	285	4	4	28	549	0
2.844	1	3	285	5	1	28	549	0
2.844	1	1	285	5	2	28	549	0
2.844	1	2	285	5	3	28	549	0
2.844	1	4	285	5	4	28	549	0
2.845	1	3	285	6	1	28	549	0
2.845	1	1	285	6	2	28	549	0
2.845	1	2	285	6	3	28	549	0
2.845	1	4	285	6	4	28	549	0
2.846	1	3	285	7	1	28	549	0
2.846	1	1	285	7	2	28	549	0
2.846	1	2	285	7	3	28	549	0
2.846	1	4	285	7	4	28	549	0
2.847	1	3	285	8	1	28	549	0
2.847	1	1	285	8	2	28	549	0
2.847	1	2	285	8	3	28	549	0
2.847	1	4	285	8	4	28	549	0
2.848	1	3	285	9	1	28	549	0
2.848	1	1	285	9	2	28	549	0
2.848	1	2	285	9	3	28	549	0
2.848	1	4	285	9	4	28	549	0
2.849	1	3	285	10	1	28	549	0
2.849	1	1	285	10	2	28	549	0
2.849	1	2	285	10	3	28	549	0
2.849	1	4	285	10	4	28	549	0
2.85	1	3	286	1	1	28	549	0
2.85	1	1	286	1	2	28	549	0
2.85	1	2	286	1	3	28	549	0
2.85	1	4	286	1	4	28	549	0
2.851	1	3	286	2	1	28	549	0
2.851	1	1	286	2	2	28	549	0
2.851	1	2	286	2	3	28	549	0
2.851	1	4	286	2	4	28	549	0
2.852	1	3	286	3	1	28	549	0
2.852	1	1	286	3	2	28	549	0
2.852	1	2	286	3	3	28	549	0
2.852	1	4	286	3	4	28	549	0
2.853	1	3	286	4	1	28	549	0
2.853	1	1	286	4	2	28	549	0
2.853	1	2	286	4	3	28	549	0
2.853	1	4	286	4	4	28	549	0
2.854	1	3	286	5	1	28	549	0
2.854	1	1	286	5	2	28	549	0
2.854	1	2	286	5	3	28	549	0
2.854	1	4	286	5	4	28	549	0
2.855	1	3	286	6	1	28	549	0
2.855	1	1	286	6	2	28	549	0
2.855	1	2	286	6	3	28	549	0
2.855	1	4	286	6	4	28	549	0
2.856	1	3	286	7	1	28	549	0
2.856	1	1	286	7	2	28	549	0
2.856	1	2	286	7	3	28	549	0
2.856	1	4	286	7	4	28	549	0
2.857	1	3	286	8	1	28	549	0
2.857	1	1	286	8	2	28	549	0
2.857	1	2	286	8	3	28	549	0
2.857	1	4	286	8	4	28	549	0
2.858	1	3	286	9	1	28	549	0
2.858	1	1	286	9	2	28	549	0
2.858	1	2	286	9	3	28	549	0
2.858	1	4	286	9	4	28	549	0
2.859	1	3	286	10	1	28	549	0
2.859	1	1	286	10	2	28	549	0
2.859	1	2	286	10	3	28	549	0
2.859	1	4	286	10	4	28	549	0
2.86	1	3	287	1	1	28	549	0
2.86	1	1	287	1	2	28	549	0
2.86	1	2	287	1	3	28	549	0
2.86	1	4	287	1	4	28	549	0
2.861	1	3	287	2	1	28	549	0
2.861	1	1	287	2	2	28	549	0
2.861	1	2	287	2	3	28	549	0
2.861	1	4	287	2	4	28	549	0
2.862	1	3	287	3	1	28	549	0
2.862	1	1	287	3	2	28	549	0
2.862	1	2	287	3	3	28	549	0
2.862	1	4	287	3	4	28	549	0
2.863	1	3	287	4	1	28	549	0
2.863	1	1	287	4	2	28	549	0
2.863	1	2	287	4	3	28	549	0
2.863	1	4	287	4	4	28	549	0
2.864	1	3	287	5	1	28	549	0
2.864	1	1	287	5	2	28	549	0
2.864	1	2	287	5	3	28	549	0
2.864	1	4	287	5	4	28	549	0
2.865	1	3	287	6	1	28	549	0
2.865	1	1	287	6	2	28	549	0
2.865	1	2	287	6	3	28	549	0
2.865	1	4	287	6	4	28	549	0
2.866	1	3	287	7	1	28	549	0
2.866	1	1	287	7	2	28	549	0
2.866	1	2	287	7	3	28	549	0
2.866	1	4	287	7	4	28	549	0
2.867	1	3	287	8	1	28	549	0
2.867	1	1	287	8	2	28	549	0
2.867	1	2	287	8	3	28	549	0
2.867	1	4	287	8	4	28	549	0
2.868	1	3	287	9	1	28	549	0
2.868	1	1	287	9	2	28	549	0
2.868	1	2	287	9	3	28	549	0
2.868	1	4	287	9	4	28	549	0
2.869	1	3	287	10	1	28	549	0
2.869	1	1	287	10	2	28	549	0
2.869	1	2	287	10	3	28	549	0
2.869	1	4	287	10	4	28	549	0
2.87	1	3	288	1	1	28	549	0
2.87	1	1	288	1	2	28	549	0
2.87	1	2	288	1	3	28	549	0
2.87	1	4	288	1	4	28	549	0
2.871	1	3	288	2	1	28	549	0
2.871	1	1	288	2	2	28	549	0
2.871	1	2	288	2	3	28	549	0
2.871	1	4	288	2	4	28	549	0
2.872	1	3	288	3	1	28	549	0
2.872	1	1	288	3	2	28	549	0
2.872	1	2	288	3	3	28	549	0
2.872	1	4	288	3	4	28	549	0
2.873	1	3	288	4	1	28	549	0
2.873	1	1	288	4	2	28	549	0
2.873	1	2	288	4	3	28	549	0
2.873	1	4	288	4	4	28	549	0
2.874	1	3	288	5	1	28	549	0
2.874	1	1	288	5	2	28	549	0
2.874	1	2	288	5	3	28	549	0
2.874	1	4	288	5	4	28	549	0
2.875	1	3	288	6	1	28	549	0
2.875	1	1	288	6	2	28	549	0
2.875	1	2	288	6	3	28	549	0
2.875	1	4	288	6	4	28	549	0
2.876	1	3	288	7	1	28	549	0
2.876	1	1	288	7	2	28	549	0
2.876	1	2	288	7	3	28	549	0
2.876	1	4	288	7	4	28	549	0
2.877	1	3	288	8	1	28	549	0
2.877	1	1	288	8	2	28	549	0
2.877	1	2	288	8	3	28	549	0
2.877	1	4	288	8	4	28	549	0
2.878	1	3	288	9	1	28	549	0
2.878	1	1	288	9	2	28	549	0
2.878	1	2	288	9	3	28	549	0
2.878	1	4	288	9	4	28	549	0
2.879	1	3	288	10	1	28	549	0
2.879	1	1	288	10	2	28	549	0
2.879	1	2	288	10	3	28	549	0
2.879	1	4	288	10	4	28	549	0
2.88	1	3	289	1	1	28	549	0
2.88	1	1	289	1	2	28	549	0
2.88	1	2	289	1	3	28	549	0
2.88	1	4	289	1	4	28	549	0
2.881	1	3	289	2	1	28	549	0
2.881	1	1	289	2	2	28	549	0
2.881	1	2	289	2	3	28	549	0
2.881	1	4	289	2	4	28	549	0
2.882	1	3	289	3	1	28	549	0
2.882	1	1	289	3	2	28	549	0
2.882	1	2	289	3	3	28	549	0
2.882	1	4	289	3	4	28	549	0
2.883	1	3	289	4	1	28	549	0
2.883	1	1	289	4	2	28	549	0
2.883	1	2	289	4	3	28	549	0
2.883	1	4	289	4	4	28	549	0
2.884	1	3	289	5	1	28	549	0
2.884	1	1	289	5	2	28	549	0
2.884	1	2	289	5	3	28	549	0
2.884	1	4	289	5	4	28	549	0
2.885	1	3	289	6	1	28	549	0
2.885	1	1	289	6	2	28	549	0
2.885	1	2	289	6	3	28	549	0
2.885	1	4	289	6	4	28	549	0
2.886	1	3	289	7	1	28	549	0
2.886	1	1	289	7	2	28	549	0
2.886	1	2	289	7	3	28	549	0
2.886	1	4	289	7	4	28	549	0
2.887	1	3	289	8	1	28	549	0
2.887	1	1	289	8	2	28	549	0
2.887	1	2	289	8	3	28	549	0
2.887	1	4	289	8	4	28	549	0
2.888	1	3	289	9	1	28	549	0
2.888	1	1	289	9	2	28	549	0
2.888	1	2	289	9	3	28	549	0
2.888	1	4	289	9	4	28	549	0
2.889	1	3	289	10	1	28	549	0
2.889	1	1	289	10	2	28	549	0
2.889	1	2	289	10	3	28	549	0
2.889	1	4	289	10	4	28	549	0
2.89	1	3	290	1	1	28	549	0
2.89	1	1	290	1	2	28	549	0
2.89	1	2	290	1	3	28	549	0
2.89	1	4	290	1	4	28	549	0
2.891	1	3	290	2	1	28	549	0
2.891	1	1	290	2	2	28	549	0
2.891	1	2	290	2	3	28	549	0
2.891	1	4	290	2	4	28	549	0
2.892	1	3	290	3	1	28	549	0
2.892	1	1	290	3	2	28	549	0
2.892	1	2	290	3	3	28	549	0
2.892	1	4	290	3	4	28	549	0
2.893	1	3	290	4	1	28	549	0
2.893	1	1	290	4	2	28	549	0
2.893	1	2	290	4	3	28	549	0
2.893	1	4	290	4	4	28	549	0
2.894	1	3	290	5	1	28	549	0
2.894	1	1	290	5	2	28	549	0
2.894	1	2	290	5	3	28	549	0
2.894	1	4	290	5	4	28	549	0
2.895	1	3	290	6	1	28	549	0
2.895	1	1	290	6	2	28	549	0
2.895	1	2	290	6	3	28	549	0
2.895	1	4	290	6	4	28	549	0
2.896	1	3	290	7	1	28	549	0
2.896	1	1	290	7	2	28	549	0
2.896	1	2	290	7	3	28	549	0
2.896	1	4	290	7	4	28	549	0
2.897	1	3	290	8	1	28	549	0
2.897	1	1	290	8	2	28	549	0
2.897	1	2	290	8	3	28	549	0
2.897	1	4	290	8	4	28	549	0
2.898	1	3	290	9	1	28	549	0
2.898	1	1	290	9	2	28	549	0
2.898	1	2	290	9	3	28	549	0
2.898	1	4	290	9	4	28	549	0
2.899	1	3	290	10	1	28	549	0
2.899	1	1	290	10	2	28	549	0
2.899	1	2	290	10	3	28	549	0
2.899	1	4	290	10	4	28	549	0
2.9	1	3	291	1	1	28	549	0
2.9	1	1	291	1	2	28	549	0
2.9	1	2	291	1	3	28	549	0
2.9	1	4	291	1	4	28	549	0
2.901	1	3	291	2	1	28	549	0
2.901	1	1	291	2	2	28	549	0
2.901	1	2	291	2	3	28	549	0
2.901	1	4	291	2	4	28	549	0
2.902	1	3	291	3	1	28	549	0
2.902	1	1	291	3	2	28	549	0
2.902	1	2	291	3	3	28	549	0
2.902	1	4	291	3	4	28	549	0
2.903	1	3	291	4	1	28	549	0
2.903	1	1	291	4	2	28	549	0
2.903	1	2	291	4	3	28	549	0
2.903	1	4	291	4	4	28	549	0
2.904	1	3	291	5	1	28	549	0
2.904	1	1	291	5	2	28	549	0
2.904	1	2	291	5	3	28	549	0
2.904	1	4	291	5	4	28	549	0
2.905	1	3	291	6	1	28	549	0
2.905	1	1	291	6	2	28	549	0
2.905	1	2	291	6	3	28	549	0
2.905	1	4	291	6	4	28	549	0
2.906	1	3	291	7	1	28	549	0
2.906	1	1	291	7	2	28	549	0
2.906	1	2	291	7	3	28	549	0
2.906	1	4	291	7	4	28	549	0
2.907	1	3	291	8	1	28	549	0
2.907	1	1	291	8	2	28	549	0
2.907	1	2	291	8	3	28	549	0
2.907	1	4	291	8	4	28	549	0
2.908	1	3	291	9	1	28	549	0
2.908	1	1	291	9	2	28	549	0
2.908	1	2	291	9	3	28	549	0
2.908	1	4	291	9	4	28	549	0
2.909	1	3	291	10	1	28	549	0
2.909	1	1	291	10	2	28	549	0
2.909	1	2	291	10	3	28	549	0
2.909	1	4	291	10	4	28	549	0
2.91	1	3	292	1	1	28	549	0
2.91	1	1	292	1	2	28	549	0
2.91	1	2	292	1	3	28	549	0
2.91	1	4	292	1	4	28	549	0
2.911	1	3	292	2	1	28	549	0
2.911	1	1	292	2	2	28	549	0
2.911	1	2	292	2	3	28	549	0
2.911	1	4	292	2	4	28	549	0
2.912	1	3	292	3	1	28	549	0
2.912	1	1	292	3	2	28	549	0
2.912	1	2	292	3	3	28	549	0
2.912	1	4	292	3	4	28	549	0
2.913	1	3	292	4	1	28	549	0
2.913	1	1	292	4	2	28	549	0
2.913	1	2	292	4	3	28	549	0
2.913	1	4	292	4	4	28	549	0
2.914	1	3	292	5	1	28	549	0
2.914	1	1	292	5	2	28	549	0
2.914	1	2	292	5	3	28	549	0
2.914	1	4	292	5	4	28	549	0
2.915	1	3	292	6	1	28	549	0
2.915	1	1	292	6	2	28	549	0
2.915	1	2	292	6	3	28	549	0
2.915	1	4	292	6	4	28	549	0
2.916	1	3	292	7	1	28	549	0
2.916	1	1	292	7	2	28	549	0
2.916	1	2	292	7	3	28	549	0
2.916	1	4	292	7	4	28	549	0
2.917	1	3	292	8	1	28	549	0
2.917	1	1	292	8	2	28	549	0
2.917	1	2	292	8	3	28	549	0
2.917	1	4	292	8	4	28	549	0
2.918	1	3	292	9	1	28	549	0
2.918	1	1	292	9	2	28	549	0
2.918	1	2	292	9	3	28	549	0
2.918	1	4	292	9	4	28	549	0
2.919	1	3	292	10	1	28	549	0
2.919	1	1	292	10	2	28	549	0
2.919	1	2	292	10	3	28	549	0
2.919	1	4	292	10	4	28	549	0
2.92	1	3	293	1	1	28	549	0
2.92	1	1	293	1	2	28	549	0
2.92	1	2	293	1	3	28	549	0
2.92	1	4	293	1	4	28	549	0
2.921	1	3	293	2	1	28	549	0
2.921	1	1	293	2	2	28	549	0
2.921	1	2	293	2	3	28	549	0
2.921	1	4	293	2	4	28	549	0
2.922	1	3	293	3	1	28	549	0
2.922	1	1	293	3	2	28	549	0
2.922	1	2	293	3	3	28	549	0
2.922	1	4	293	3	4	28	549	0
2.923	1	3	293	4	1	28	549	0
2.923	1	1	293	4	2	28	549	0
2.923	1	2	293	4	3	28	549	0
2.923	1	4	293	4	4	28	549	0
2.924	1	3	293	5	1	28	549	0
2.924	1	1	293	5	2	28	549	0
2.924	1	2	293	5	3	28	549	0
2.924	1	4	293	5	4	28	549	0
2.925	1	3	293	6	1	28	549	0
2.925	1	1	293	6	2	28	549	0
2.925	1	2	293	6	3	28	549	0
2.925	1	4	293	6	4	28	549	0
2.926	1	3	293	7	1	28	549	0
2.926	1	1	293	7	2	28	549	0
2.926	1	2	293	7	3	28	549	0
2.926	1	4	293	7	4	28	549	0
2.927	1	3	293	8	1	28	549	0
2.927	1	1	293	8	2	28	549	0
2.927	1	2	293	8	3	28	549	0
2.927	1	4	293	8	4	28	549	0
2.928	1	3	293	9	1	28	549	0
2.928	1	1	293	9	2	28	549	0
2.928	1	2	293	9	3	28	549	0
2.928	1	4	293	9	4	28	549	0
2.929	1	3	293	10	1	28	549	0
2.929	1	1	293	10	2	28	549	0
2.929	1	2	293	10	3	28	549	0
2.929	1	4	293	10	4	28	549	0
2.93	1	3	294	1	1	28	549	0
2.93	1	1	294	1	2	28	549	0
2.93	1	2	294	1	3	28	549	0
2.93	1	4	294	1	4	28	549	0
2.931	1	3	294	2	1	28	549	0
2.931	1	1	294	2	2	28	549	0
2.931	1	2	294	2	3	28	549	0
2.931	1	4	294	2	4	28	549	0
2.932	1	3	294	3	1	28	549	0
2.932	1	1	294	3	2	28	549	0
2.932	1	2	294	3	3	28	549	0
2.932	1	4	294	3	4	28	549	0
2.933	1	3	294	4	1	28	549	0
2.933	1	1	294	4	2	28	549	0
2.933	1	2	294	4	3	28	549	0
2.933	1	4	294	4	4	28	549	0
2.934	1	3	294	5	1	28	549	0
2.934	1	1	294	5	2	28	549	0
2.934	1	2	294	5	3	28	549	0
2.934	1	4	294	5	4	28	549	0
2.935	1	3	294	6	1	28	549	0
2.935	1	1	294	6	2	28	549	0
2.935	1	2	294	6	3	28	549	0
2.935	1	4	294	6	4	28	549	0
2.936	1	3	294	7	1	28	549	0
2.936	1	1	294	7	2	28	549	0
2.936	1	2	294	7	3	28	549	0
2.936	1	4	294	7	4	28	549	0
2.937	1	3	294	8	1	28	549	0
2.937	1	1	294	8	2	28	549	0
2.937	1	2	294	8	3	28	549	0
2.937	1	4	294	8	4	28	549	0
2.938	1	3	294	9	1	28	549	0
2.938	1	1	294	9	2	28	549	0
2.938	1	2	294	9	3	28	549	0
2.938	1	4	294	9	4	28	549	0
2.939	1	3	294	10	1	28	549	0
2.939	1	1	294	10	2	28	549	0
2.939	1	2	294	10	3	28	549	0
2.939	1	4	294	10	4	28	549	0
2.94	1	3	295	1	1	28	549	0
2.94	1	1	295	1	2	28	549	0
2.94	1	2	295	1	3	28	549	0
2.94	1	4	295	1	4	28	549	0
2.941	1	3	295	2	1	28	549	0
2.941	1	1	295	2	2	28	549	0
2.941	1	2	295	2	3	28	549	0
2.941	1	4	295	2	4	28	549	0
2.942	1	3	295	3	1	28	549	0
2.942	1	1	295	3	2	28	549	0
2.942	1	2	295	3	3	28	549	0
2.942	1	4	295	3	4	28	549	0
2.943	1	3	295	4	1	28	549	0
2.943	1	1	295	4	2	28	549	0
2.943	1	2	295	4	3	28	549	0
2.943	1	4	295	4	4	28	549	0
2.944	1	3	295	5	1	28	549	0
2.944	1	1	295	5	2	28	549	0
2.944	1	2	295	5	3	28	549	0
2.944	1	4	295	5	4	28	549	0
2.945	1	3	295	6	1	28	549	0
2.945	1	1	295	6	2	28	549	0
2.945	1	2	295	6	3	28	549	0
2.945	1	4	295	6	4	28	549	0
2.946	1	3	295	7	1	28	549	0
2.946	1	1	295	7	2	28	549	0
2.946	1	2	295	7	3	28	549	0
2.946	1	4	295	7	4	28	549	0
2.947	1	3	295	8	1	28	549	0
2.947	1	1	295	8	2	28	549	0
2.947	1	2	295	8	3	28	549	0
2.947	1	4	295	8	4	28	549	0
2.948	1	3	295	9	1	28	549	0
2.948	1	1	295	9	2	28	549	0
2.948	1	2	295	9	3	28	549	0
2.948	1	4	295	9	4	28	549	0
2.949	1	3	295	10	1	28	549	0
2.949	1	1	295	10	2	28	549	0
2.949	1	2	295	10	3	28	549	0
2.949	1	4	295	10	4	28	549	0
2.95	1	3	296	1	1	28	549	0
2.95	1	1	296	1	2	28	549	0
2.95	1	2	296	1	3	28	549	0
2.95	1	4	296	1	4	28	549	0
2.951	1	3	296	2	1	28	549	0
2.951	1	1	296	2	2	28	549	0
2.951	1	2	296	2	3	28	549	0
2.951	1	4	296	2	4	28	549	0
2.952	1	3	296	3	1	28	549	0
2.952	1	1	296	3	2	28	549	0
2.952	1	2	296	3	3	28	549	0
2.952	1	4	296	3	4	28	549	0
2.953	1	3	296	4	1	28	549	0
2.953	1	1	296	4	2	28	549	0
2.953	1	2	296	4	3	28	549	0
2.953	1	4	296	4	4	28	549	0
2.954	1	3	296	5	1	28	549	0
2.954	1	1	296	5	2	28	549	0
2.954	1	2	296	5	3	28	549	0
2.954	1	4	296	5	4	28	549	0
2.955	1	3	296	6	1	28	549	0
2.955	1	1	296	6	2	28	549	0
2.955	1	2	296	6	3	28	549	0
2.955	1	4	296	6	4	28	549	0
2.956	1	3	296	7	1	28	549	0
2.956	1	1	296	7	2	28	549	0
2.956	1	2	296	7	3	28	549	0
2.956	1	4	296	7	4	28	549	0
2.957	1	3	296	8	1	28	549	0
2.957	1	1	296	8	2	28	549	0
2.957	1	2	296	8	3	28	549	0
2.957	1	4	296	8	4	28	549	0
2.958	1	3	296	9	1	28	549	0
2.958	1	1	296	9	2	28	549	0
2.958	1	2	296	9	3	28	549	0
2.958	1	4	296	9	4	28	549	0
2.959	1	3	296	10	1	28	549	0
2.959	1	1	296	10	2	28	549	0
2.959	1	2	296	10	3	28	549	0
2.959	1	4	296	10	4	28	549	0
2.96	1	3	297	1	1	28	549	0
2.96	1	1	297	1	2	28	549	0
2.96	1	2	297	1	3	28	549	0
2.96	1	4	297	1	4	28	549	0
2.961	1	3	297	2	1	28	549	0
2.961	1	1	297	2	2	28	549	0
2.961	1	2	297	2	3	28	549	0
2.961	1	4	297	2	4	28	549	0
2.962	1	3	297	3	1	28	549	0
2.962	1	1	297	3	2	28	549	0
2.962	1	2	297	3	3	28	549	0
2.962	1	4	297	3	4	28	549	0
2.963	1	3	297	4	1	28	549	0
2.963	1	1	297	4	2	28	549	0
2.963	1	2	297	4	3	28	549	0
2.963	1	4	297	4	4	28	549	0
2.964	1	3	297	5	1	28	549	0
2.964	1	1	297	5	2	28	549	0
2.964	1	2	297	5	3	28	549	0
2.964	1	4	297	5	4	28	549	0
2.965	1	3	297	6	1	28	549	0
2.965	1	1	297	6	2	28	549	0
2.965	1	2	297	6	3	28	549	0
2.965	1	4	297	6	4	28	549	0
2.966	1	3	297	7	1	28	549	0
2.966	1	1	297	7	2	28	549	0
2.966	1	2	297	7	3	28	549	0
2.966	1	4	297	7	4	28	549	0
2.967	1	3	297	8	1	28	549	0
2.967	1	1	297	8	2	28	549	0
2.967	1	2	297	8	3	28	549	0
2.967	1	4	297	8	4	28	549	0
2.968	1	3	297	9	1	28	549	0
2.968	1	1	297	9	2	28	549	0
2.968	1	2	297	9	3	28	549	0
2.968	1	4	297	9	4	28	549	0
2.969	1	3	297	10	1	28	549	0
2.969	1	1	297	10	2	28	549	0
2.969	1	2	297	10	3	28	549	0
2.969	1	4	297	10	4	28	549	0
2.97	1	3	298	1	1	28	549	0
2.97	1	1	298	1	2	28	549	0
2.97	1	2	298	1	3	28	549	0
2.97	1	4	298	1	4	28	549	0
2.971	1	3	298	2	1	28	549	0
2.971	1	1	298	2	2	28	549	0
2.971	1	2	298	2	3	28	549	0
2.971	1	4	298	2	4	28	549	0
2.972	1	3	298	3	1	28	549	0
2.972	1	1	298	3	2	28	549	0
2.972	1	2	298	3	3	28	549	0
2.972	1	4	298	3	4	28	549	0
2.973	1	3	298	4	1	28	549	0
2.973	1	1	298	4	2	28	549	0
2.973	1	2	298	4	3	28	549	0
2.973	1	4	298	4	4	28	549	0
2.974	1	3	298	5	1	28	549	0
2.974	1	1	298	5	2	28	549	0
2.974	1	2	298	5	3	28	549	0
2.974	1	4	298	5	4	28	549	0
2.975	1	3	298	6	1	28	549	0
2.975	1	1	298	6	2	28	549	0
2.975	1	2	298	6	3	28	549	0
2.975	1	4	298	6	4	28	549	0
2.976	1	3	298	7	1	28	549	0
2.976	1	1	298	7	2	28	549	0
2.976	1	2	298	7	3	28	549	0
2.976	1	4	298	7	4	28	549	0
2.977	1	3	298	8	1	28	549	0
2.977	1	1	298	8	2	28	549	0
2.977	1	2	298	8	3	28	549	0
2.977	1	4	298	8	4	28	549	0
2.978	1	3	298	9	1	28	549	0
2.978	1	1	298	9	2	28	549	0
2.978	1	2	298	9	3	28	549	0
2.978	1	4	298	9	4	28	549	0
2.979	1	3	298	10	1	28	549	0
2.979	1	1	298	10	2	28	549	0
2.979	1	2	298	10	3	28	549	0
2.979	1	4	298	10	4	28	549	0
2.98	1	3	299	1	1	28	549	0
2.98	1	1	299	1	2	28	549	0
2.98	1	2	299	1	3	28	549	0
2.98	1	4	299	1	4	28	549	0
2.981	1	3	299	2	1	28	549	0
2.981	1	1	299	2	2	28	549	0
2.981	1	2	299	2	3	28	549	0
2.981	1	4	299	2	4	28	549	0
2.982	1	3	299	3	1	28	549	0
2.982	1	1	299	3	2	28	549	0
2.982	1	2	299	3	3	28	549	0
2.982	1	4	299	3	4	28	549	0
2.983	1	3	299	4	1	28	549	0
2.983	1	1	299	4	2	28	549	0
2.983	1	2	299	4	3	28	549	0
2.983	1	4	299	4	4	28	549	0
2.984	1	3	299	5	1	28	549	0
2.984	1	1	299	5	2	28	549	0
2.984	1	2	299	5	3	28	549	0
2.984	1	4	299	5	4	28	549	0
2.985	1	3	299	6	1	28	549	0
2.985	1	1	299	6	2	28	549	0
2.985	1	2	299	6	3	28	549	0
2.985	1	4	299	6	4	28	549	0
2.986	1	3	299	7	1	28	549	0
2.986	1	1	299	7	2	28	549	0
2.986	1	2	299	7	3	28	549	0
2.986	1	4	299	7	4	28	549	0
2.987	1	3	299	8	1	28	549	0
2.987	1	1	299	8	2	28	549	0
2.987	1	2	299	8	3	28	549	0
2.987	1	4	299	8	4	28	549	0
2.988	1	3	299	9	1	28	549	0
2.988	1	1	299	9	2	28	549	0
2.988	1	2	299	9	3	28	549	0
2.988	1	4	299	9	4	28	549	0
2.989	1	3	299	10	1	28	549	0
2.989	1	1	299	10	2	28	549	0
2.989	1	2	299	10	3	28	549	0
2.989	1	4	299	10	4	28	549	0
2.99	1	3	300	1	1	28	549	0
2.99	1	1	300	1	2	28	549	0
2.99	1	2	300	1	3	28	549	0
2.99	1	4	300	1	4	28	549	0
2.991	1	3	300	2	1	28	549	0
2.991	1	1	300	2	2	28	549	0
2.991	1	2	300	2	3	28	549	0
2.991	1	4	300	2	4	28	549	0
2.992	1	3	300	3	1	28	549	0
2.992	1	1	300	3	2	28	549	0
2.992	1	2	300	3	3	28	549	0
2.992	1	4	300	3	4	28	549	0
2.993	1	3	300	4	1	28	549	0
2.993	1	1	300	4	2	28	549	0
2.993	1	2	300	4	3	28	549	0
2.993	1	4	300	4	4	28	549	0
2.994	1	3	300	5	1	28	549	0
2.994	1	1	300	5	2	28	549	0
2.994	1	2	300	5	3	28	549	0
2.994	1	4	300	5	4	28	549	0
2.995	1	3	300	6	1	28	549	0
2.995	1	1	300	6	2	28	549	0
2.995	1	2	300	6	3	28	549	0
2.995	1	4	300	6	4	28	549	0
2.996	1	3	300	7	1	28	549	0
2.996	1	1	300	7	2	28	549	0
2.996	1	2	300	7	3	28	549	0
2.996	1	4	300	7	4	28	549	0
2.997	1	3	300	8	1	28	549	0
2.997	1	1	300	8	2	28	549	0
2.997	1	2	300	8	3	28	549	0
2.997	1	4	300	8	4	28	549	0
2.998	1	3	300	9	1	28	549	0
2.998	1	1	300	9	2	28	549	0
2.998	1	2	300	9	3	28	549	0
2.998	1	4	300	9	4	28	549	0
2.999	1	3	300	10	1	28	549	0
2.999	1	1	300	10	2	28	549	0
2.999	1	2	300	10	3	28	549	0
2.999	1	4	300	10	4	28	549	0
3	1	3	301	1	1	28	549	0
3	1	1	301	1	2	28	549	0
3	1	2	301	1	3	28	549	0
3	1	4	301	1	4	28	549	0
3.001	1	3	301	2	1	28	549	0
3.001	1	1	301	2	2	28	549	0
3.001	1	2	301	2	3	28	549	0
3.001	1	4	301	2	4	28	549	0
3.002	1	3	301	3	1	28	549	0
3.002	1	1	301	3	2	28	549	0
3.002	1	2	301	3	3	28	549	0
3.002	1	4	301	3	4	28	549	0
3.003	1	3	301	4	1	28	549	0
3.003	1	1	301	4	2	28	549	0
3.003	1	2	301	4	3	28	549	0
3.003	1	4	301	4	4	28	549	0
3.004	1	3	301	5	1	28	549	0
3.004	1	1	301	5	2	28	549	0
3.004	1	2	301	5	3	28	549	0
3.004	1	4	301	5	4	28	549	0
3.005	1	3	301	6	1	28	549	0
3.005	1	1	301	6	2	28	549	0
3.005	1	2	301	6	3	28	549	0
3.005	1	4	301	6	4	28	549	0
3.006	1	3	301	7	1	28	549	0
3.006	1	1	301	7	2	28	549	0
3.006	1	2	301	7	3	28	549	0
