% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
2.459	1	2	246	10	3	28	2196	0	0	0
2.46	1	4	247	1	4	28	2196	0	0	0
2.461	1	3	247	2	1	28	2196	0	0	0
2.462	1	1	247	3	2	28	2196	0	0	0
2.463	1	2	247	4	3	28	2196	0	0	0
2.464	1	4	247	5	4	28	2196	0	0	0
2.465	1	3	247	6	1	28	2196	0	0	0
2.466	1	1	247	7	2	28	2196	0	0	0
2.467	1	2	247	8	3	28	2196	0	0	0
2.468	1	4	247	9	4	28	2196	0	0	0
2.469	1	3	247	10	1	28	2196	0	0	0
2.47	1	1	248	1	2	28	2196	0	0	0
2.471	1	2	248	2	3	28	2196	0	0	0
2.472	1	4	248	3	4	28	2196	0	0	0
2.473	1	3	248	4	1	28	2196	0	0	0
2.474	1	1	248	5	2	28	2196	0	0	0
2.475	1	2	248	6	3	28	2196	0	0	0
2.476	1	4	248	7	4	28	2196	0	0	0
2.477	1	3	248	8	1	28	2196	0	0	0
2.478	1	1	248	9	2	28	2196	0	0	0
2.479	1	2	248	10	3	28	2196	0	0	0
2.48	1	4	249	1	4	28	2196	0	0	0
2.481	1	3	249	2	1	28	2196	0	0	0
2.482	1	1	249	3	2	28	2196	0	0	0
2.483	1	2	249	4	3	28	2196	0	0	0
2.484	1	4	249	5	4	28	2196	0	0	0
2.485	1	3	249	6	1	28	2196	0	0	0
2.486	1	1	249	7	2	28	2196	0	0	0
2.487	1	2	249	8	3	28	2196	0	0	0
2.488	1	4	249	9	4	28	2196	0	0	0
2.489	1	3	249	10	1	28	2196	0	0	0
2.49	1	1	250	1	2	28	2196	0	0	0
2.491	1	2	250	2	3	28	2196	0	0	0
2.492	1	4	250	3	4	28	2196	0	0	0
2.493	1	3	250	4	1	28	2196	0	0	0
2.494	1	1	250	5	2	28	2196	0	0	0
2.495	1	2	250	6	3	28	2196	0	0	0
2.496	1	4	250	7	4	28	2196	0	0	0
2.497	1	3	250	8	1	28	2196	0	0	0
2.498	1	1	250	9	2	28	2196	0	0	0
2.499	1	2	250	10	3	28	2196	0	0	0
2.5	1	4	251	1	4	28	2196	0	0	0
2.501	1	3	251	2	1	28	2196	0	0	0
2.502	1	1	251	3	2	28	2196	0	0	0
2.503	1	2	251	4	3	28	2196	0	0	0
2.504	1	4	251	5	4	28	2196	0	0	0
2.505	1	3	251	6	1	28	2196	0	0	0
2.506	1	1	251	7	2	28	2196	0	0	0
2.507	1	2	251	8	3	28	2196	0	0	0
2.508	1	4	251	9	4	28	2196	0	0	0
2.509	1	3	251	10	1	28	2196	0	0	0
2.51	1	1	252	1	2	28	2196	0	0	0
2.511	1	2	252	2	3	28	2196	0	0	0
2.512	1	4	252	3	4	28	2196	0	0	0
2.513	1	3	252	4	1	28	2196	0	0	0
2.514	1	1	252	5	2	28	2196	0	0	0
2.515	1	2	252	6	3	28	2196	0	0	0
2.516	1	4	252	7	4	28	2196	0	0	0
2.517	1	3	252	8	1	28	2196	0	0	0
2.518	1	1	252	9	2	28	2196	0	0	0
2.519	1	2	252	10	3	28	2196	0	0	0
2.52	1	4	253	1	4	28	2196	0	0	0
2.521	1	3	253	2	1	28	2196	0	0	0
2.522	1	1	253	3	2	28	2196	0	0	0
2.523	1	2	253	4	3	28	2196	0	0	0
2.524	1	4	253	5	4	28	2196	0	0	0
2.525	1	3	253	6	1	28	2196	0	0	0
2.526	1	1	253	7	2	28	2196	0	0	0
2.527	1	2	253	8	3	28	2196	0	0	0
2.528	1	4	253	9	4	28	2196	0	0	0
2.529	1	3	253	10	1	28	2196	0	0	0
2.53	1	1	254	1	2	28	2196	0	0	0
2.531	1	2	254	2	3	28	2196	0	0	0
2.532	1	4	254	3	4	28	2196	0	0	0
2.533	1	3	254	4	1	28	2196	0	0	0
2.534	1	1	254	5	2	28	2196	0	0	0
2.535	1	2	254	6	3	28	2196	0	0	0
2.536	1	4	254	7	4	28	2196	0	0	0
2.537	1	3	254	8	1	28	2196	0	0	0
2.538	1	1	254	9	2	28	2196	0	0	0
2.539	1	2	254	10	3	28	2196	0	0	0
2.54	1	4	255	1	4	28	2196	0	0	0
2.541	1	3	255	2	1	28	2196	0	0	0
2.542	1	1	255	3	2	28	2196	0	0	0
2.543	1	2	255	4	3	28	2196	0	0	0
2.544	1	4	255	5	4	28	2196	0	0	0
2.545	1	3	255	6	1	28	2196	0	0	0
2.546	1	1	255	7	2	28	2196	0	0	0
2.547	1	2	255	8	3	28	2196	0	0	0
2.548	1	4	255	9	4	28	2196	0	0	0
2.549	1	3	255	10	1	28	2196	0	0	0
2.55	1	1	256	1	2	28	2196	0	0	0
2.551	1	2	256	2	3	28	2196	0	0	0
2.552	1	4	256	3	4	28	2196	0	0	0
2.553	1	3	256	4	1	28	2196	0	0	0
2.554	1	1	256	5	2	28	2196	0	0	0
2.555	1	2	256	6	3	28	2196	0	0	0
2.556	1	4	256	7	4	28	2196	0	0	0
2.557	1	3	256	8	1	28	2196	0	0	0
2.558	1	1	256	9	2	28	2196	0	0	0
2.559	1	2	256	10	3	28	2196	0	0	0
2.56	1	4	257	1	4	28	2196	0	0	0
2.561	1	3	257	2	1	28	2196	0	0	0
2.562	1	1	257	3	2	28	2196	0	0	0
2.563	1	2	257	4	3	28	2196	0	0	0
2.564	1	4	257	5	4	28	2196	0	0	0
2.565	1	3	257	6	1	28	2196	0	0	0
2.566	1	1	257	7	2	28	2196	0	0	0
2.567	1	2	257	8	3	28	2196	0	0	0
2.568	1	4	257	9	4	28	2196	0	0	0
2.569	1	3	257	10	1	28	2196	0	0	0
2.57	1	1	258	1	2	28	2196	0	0	0
2.571	1	2	258	2	3	28	2196	0	0	0
2.572	1	4	258	3	4	28	2196	0	0	0
2.573	1	3	258	4	1	28	2196	0	0	0
2.574	1	1	258	5	2	28	2196	0	0	0
2.575	1	2	258	6	3	28	2196	0	0	0
2.576	1	4	258	7	4	28	2196	0	0	0
2.577	1	3	258	8	1	28	2196	0	0	0
2.578	1	1	258	9	2	28	2196	0	0	0
2.579	1	2	258	10	3	28	2196	0	0	0
2.58	1	4	259	1	4	28	2196	0	0	0
2.581	1	3	259	2	1	28	2196	0	0	0
2.582	1	1	259	3	2	28	2196	0	0	0
2.583	1	2	259	4	3	28	2196	0	0	0
2.584	1	4	259	5	4	28	2196	0	0	0
2.585	1	3	259	6	1	28	2196	0	0	0
2.586	1	1	259	7	2	28	2196	0	0	0
2.587	1	2	259	8	3	28	2196	0	0	0
2.588	1	4	259	9	4	28	2196	0	0	0
2.589	1	3	259	10	1	28	2196	0	0	0
2.59	1	1	260	1	2	28	2196	0	0	0
2.591	1	2	260	2	3	28	2196	0	0	0
2.592	1	4	260	3	4	28	2196	0	0	0
2.593	1	3	260	4	1	28	2196	0	0	0
2.594	1	1	260	5	2	28	2196	0	0	0
2.595	1	2	260	6	3	28	2196	0	0	0
2.596	1	4	260	7	4	28	2196	0	0	0
2.597	1	3	260	8	1	28	2196	0	0	0
2.598	1	1	260	9	2	28	2196	0	0	0
2.599	1	2	260	10	3	28	2196	0	0	0
2.6	1	4	261	1	4	28	2196	0	0	0
2.601	1	3	261	2	1	28	2196	0	0	0
2.602	1	1	261	3	2	28	2196	0	0	0
2.603	1	2	261	4	3	28	2196	0	0	0
2.604	1	4	261	5	4	28	2196	0	0	0
2.605	1	3	261	6	1	28	2196	0	0	0
2.606	1	1	261	7	2	28	2196	0	0	0
2.607	1	2	261	8	3	28	2196	0	0	0
2.608	1	4	261	9	4	28	2196	0	0	0
2.609	1	3	261	10	1	28	2196	0	0	0
2.61	1	1	262	1	2	28	2196	0	0	0
2.611	1	2	262	2	3	28	2196	0	0	0
2.612	1	4	262	3	4	28	2196	0	0	0
2.613	1	3	262	4	1	28	2196	0	0	0
2.614	1	1	262	5	2	28	2196	0	0	0
2.615	1	2	262	6	3	28	2196	0	0	0
2.616	1	4	262	7	4	28	2196	0	0	0
2.617	1	3	262	8	1	28	2196	0	0	0
2.618	1	1	262	9	2	28	2196	0	0	0
2.619	1	2	262	10	3	28	2196	0	0	0
2.62	1	4	263	1	4	28	2196	0	0	0
2.621	1	3	263	2	1	28	2196	0	0	0
2.622	1	1	263	3	2	28	2196	0	0	0
2.623	1	2	263	4	3	28	2196	0	0	0
2.624	1	4	263	5	4	28	2196	0	0	0
2.625	1	3	263	6	1	28	2196	0	0	0
2.626	1	1	263	7	2	28	2196	0	0	0
2.627	1	2	263	8	3	28	2196	0	0	0
2.628	1	4	263	9	4	28	2196	0	0	0
2.629	1	3	263	10	1	28	2196	0	0	0
2.63	1	1	264	1	2	28	2196	0	0	0
2.631	1	2	264	2	3	28	2196	0	0	0
2.632	1	4	264	3	4	28	2196	0	0	0
2.633	1	3	264	4	1	28	2196	0	0	0
2.634	1	1	264	5	2	28	2196	0	0	0
2.635	1	2	264	6	3	28	2196	0	0	0
2.636	1	4	264	7	4	28	2196	0	0	0
2.637	1	3	264	8	1	28	2196	0	0	0
2.638	1	1	264	9	2	28	2196	0	0	0
2.639	1	2	264	10	3	28	2196	0	0	0
2.64	1	4	265	1	4	28	2196	0	0	0
2.641	1	3	265	2	1	28	2196	0	0	0
2.642	1	1	265	3	2	28	2196	0	0	0
2.643	1	2	265	4	3	28	2196	0	0	0
2.644	1	4	265	5	4	28	2196	0	0	0
2.645	1	3	265	6	1	28	2196	0	0	0
2.646	1	1	265	7	2	28	2196	0	0	0
2.647	1	2	265	8	3	28	2196	0	0	0
2.648	1	4	265	9	4	28	2196	0	0	0
2.649	1	3	265	10	1	28	2196	0	0	0
2.65	1	1	266	1	2	28	2196	0	0	0
2.651	1	2	266	2	3	28	2196	0	0	0
2.652	1	4	266	3	4	28	2196	0	0	0
2.653	1	3	266	4	1	28	2196	0	0	0
2.654	1	1	266	5	2	28	2196	0	0	0
2.655	1	2	266	6	3	28	2196	0	0	0
2.656	1	4	266	7	4	28	2196	0	0	0
2.657	1	3	266	8	1	28	2196	0	0	0
2.658	1	1	266	9	2	28	2196	0	0	0
2.659	1	2	266	10	3	28	2196	0	0	0
2.66	1	4	267	1	4	28	2196	0	0	0
2.661	1	3	267	2	1	28	2196	0	0	0
2.662	1	1	267	3	2	28	2196	0	0	0
2.663	1	2	267	4	3	28	2196	0	0	0
2.664	1	4	267	5	4	28	2196	0	0	0
2.665	1	3	267	6	1	28	2196	0	0	0
2.666	1	1	267	7	2	28	2196	0	0	0
2.667	1	2	267	8	3	28	2196	0	0	0
2.668	1	4	267	9	4	28	2196	0	0	0
2.669	1	3	267	10	1	28	2196	0	0	0
2.67	1	1	268	1	2	28	2196	0	0	0
2.671	1	2	268	2	3	28	2196	0	0	0
2.672	1	4	268	3	4	28	2196	0	0	0
2.673	1	3	268	4	1	28	2196	0	0	0
2.674	1	1	268	5	2	28	2196	0	0	0
2.675	1	2	268	6	3	28	2196	0	0	0
2.676	1	4	268	7	4	28	2196	0	0	0
2.677	1	3	268	8	1	28	2196	0	0	0
2.678	1	1	268	9	2	28	2196	0	0	0
2.679	1	2	268	10	3	28	2196	0	0	0
2.68	1	4	269	1	4	28	2196	0	0	0
2.681	1	3	269	2	1	28	2196	0	0	0
2.682	1	1	269	3	2	28	2196	0	0	0
2.683	1	2	269	4	3	28	2196	0	0	0
2.684	1	4	269	5	4	28	2196	0	0	0
2.685	1	3	269	6	1	28	2196	0	0	0
2.686	1	1	269	7	2	28	2196	0	0	0
2.687	1	2	269	8	3	28	2196	0	0	0
2.688	1	4	269	9	4	28	2196	0	0	0
2.689	1	3	269	10	1	28	2196	0	0	0
2.69	1	1	270	1	2	28	2196	0	0	0
2.691	1	2	270	2	3	28	2196	0	0	0
2.692	1	4	270	3	4	28	2196	0	0	0
2.693	1	3	270	4	1	28	2196	0	0	0
2.694	1	1	270	5	2	28	2196	0	0	0
2.695	1	2	270	6	3	28	2196	0	0	0
2.696	1	4	270	7	4	28	2196	0	0	0
2.697	1	3	270	8	1	28	2196	0	0	0
2.698	1	1	270	9	2	28	2196	0	0	0
2.699	1	2	270	10	3	28	2196	0	0	0
2.7	1	4	271	1	4	28	2196	0	0	0
2.701	1	3	271	2	1	28	2196	0	0	0
2.702	1	1	271	3	2	28	2196	0	0	0
2.703	1	2	271	4	3	28	2196	0	0	0
2.704	1	4	271	5	4	28	2196	0	0	0
2.705	1	3	271	6	1	28	2196	0	0	0
2.706	1	1	271	7	2	28	2196	0	0	0
2.707	1	2	271	8	3	28	2196	0	0	0
2.708	1	4	271	9	4	28	2196	0	0	0
2.709	1	3	271	10	1	28	2196	0	0	0
2.71	1	1	272	1	2	28	2196	0	0	0
2.711	1	2	272	2	3	28	2196	0	0	0
2.712	1	4	272	3	4	28	2196	0	0	0
2.713	1	3	272	4	1	28	2196	0	0	0
2.714	1	1	272	5	2	28	2196	0	0	0
2.715	1	2	272	6	3	28	2196	0	0	0
2.716	1	4	272	7	4	28	2196	0	0	0
2.717	1	3	272	8	1	28	2196	0	0	0
2.718	1	1	272	9	2	28	2196	0	0	0
2.719	1	2	272	10	3	28	2196	0	0	0
2.72	1	4	273	1	4	28	2196	0	0	0
2.721	1	3	273	2	1	28	2196	0	0	0
2.722	1	1	273	3	2	28	2196	0	0	0
2.723	1	2	273	4	3	28	2196	0	0	0
2.724	1	4	273	5	4	28	2196	0	0	0
2.725	1	3	273	6	1	28	2196	0	0	0
2.726	1	1	273	7	2	28	2196	0	0	0
2.727	1	2	273	8	3	28	2196	0	0	0
2.728	1	4	273	9	4	28	2196	0	0	0
2.729	1	3	273	10	1	28	2196	0	0	0
2.73	1	1	274	1	2	28	2196	0	0	0
2.731	1	2	274	2	3	28	2196	0	0	0
2.732	1	4	274	3	4	28	2196	0	0	0
2.733	1	3	274	4	1	28	2196	0	0	0
2.734	1	1	274	5	2	28	2196	0	0	0
2.735	1	2	274	6	3	28	2196	0	0	0
2.736	1	4	274	7	4	28	2196	0	0	0
2.737	1	3	274	8	1	28	2196	0	0	0
2.738	1	1	274	9	2	28	2196	0	0	0
2.739	1	2	274	10	3	28	2196	0	0	0
2.74	1	4	275	1	4	28	2196	0	0	0
2.741	1	3	275	2	1	28	2196	0	0	0
2.742	1	1	275	3	2	28	2196	0	0	0
2.743	1	2	275	4	3	28	2196	0	0	0
2.744	1	4	275	5	4	28	2196	0	0	0
2.745	1	3	275	6	1	28	2196	0	0	0
2.746	1	1	275	7	2	28	2196	0	0	0
2.747	1	2	275	8	3	28	2196	0	0	0
2.748	1	4	275	9	4	28	2196	0	0	0
2.749	1	3	275	10	1	28	2196	0	0	0
2.75	1	1	276	1	2	28	2196	0	0	0
2.751	1	2	276	2	3	28	2196	0	0	0
2.752	1	4	276	3	4	28	2196	0	0	0
2.753	1	3	276	4	1	28	2196	0	0	0
2.754	1	1	276	5	2	28	2196	0	0	0
2.755	1	2	276	6	3	28	2196	0	0	0
2.756	1	4	276	7	4	28	2196	0	0	0
2.757	1	3	276	8	1	28	2196	0	0	0
2.758	1	1	276	9	2	28	2196	0	0	0
2.759	1	2	276	10	3	28	2196	0	0	0
2.76	1	4	277	1	4	28	2196	0	0	0
2.761	1	3	277	2	1	28	2196	0	0	0
2.762	1	1	277	3	2	28	2196	0	0	0
2.763	1	2	277	4	3	28	2196	0	0	0
2.764	1	4	277	5	4	28	2196	0	0	0
2.765	1	3	277	6	1	28	2196	0	0	0
2.766	1	1	277	7	2	28	2196	0	0	0
2.767	1	2	277	8	3	28	2196	0	0	0
2.768	1	4	277	9	4	28	2196	0	0	0
2.769	1	3	277	10	1	28	2196	0	0	0
2.77	1	1	278	1	2	28	2196	0	0	0
2.771	1	2	278	2	3	28	2196	0	0	0
2.772	1	4	278	3	4	28	2196	0	0	0
2.773	1	3	278	4	1	28	2196	0	0	0
2.774	1	1	278	5	2	28	2196	0	0	0
2.775	1	2	278	6	3	28	2196	0	0	0
2.776	1	4	278	7	4	28	2196	0	0	0
2.777	1	3	278	8	1	28	2196	0	0	0
2.778	1	1	278	9	2	28	2196	0	0	0
2.779	1	2	278	10	3	28	2196	0	0	0
2.78	1	4	279	1	4	28	2196	0	0	0
2.781	1	3	279	2	1	28	2196	0	0	0
2.782	1	1	279	3	2	28	2196	0	0	0
2.783	1	2	279	4	3	28	2196	0	0	0
2.784	1	4	279	5	4	28	2196	0	0	0
2.785	1	3	279	6	1	28	2196	0	0	0
2.786	1	1	279	7	2	28	2196	0	0	0
2.787	1	2	279	8	3	28	2196	0	0	0
2.788	1	4	279	9	4	28	2196	0	0	0
2.789	1	3	279	10	1	28	2196	0	0	0
2.79	1	1	280	1	2	28	2196	0	0	0
2.791	1	2	280	2	3	28	2196	0	0	0
2.792	1	4	280	3	4	28	2196	0	0	0
2.793	1	3	280	4	1	28	2196	0	0	0
2.794	1	1	280	5	2	28	2196	0	0	0
2.795	1	2	280	6	3	28	2196	0	0	0
2.796	1	4	280	7	4	28	2196	0	0	0
2.797	1	3	280	8	1	28	2196	0	0	0
2.798	1	1	280	9	2	28	2196	0	0	0
2.799	1	2	280	10	3	28	2196	0	0	0
2.8	1	4	281	1	4	28	2196	0	0	0
2.801	1	3	281	2	1	28	2196	0	0	0
2.802	1	1	281	3	2	28	2196	0	0	0
2.803	1	2	281	4	3	28	2196	0	0	0
2.804	1	4	281	5	4	28	2196	0	0	0
2.805	1	3	281	6	1	28	2196	0	0	0
2.806	1	1	281	7	2	28	2196	0	0	0
2.807	1	2	281	8	3	28	2196	0	0	0
2.808	1	4	281	9	4	28	2196	0	0	0
2.809	1	3	281	10	1	28	2196	0	0	0
2.81	1	1	282	1	2	28	2196	0	0	0
2.811	1	2	282	2	3	28	2196	0	0	0
2.812	1	4	282	3	4	28	2196	0	0	0
2.813	1	3	282	4	1	28	2196	0	0	0
2.814	1	1	282	5	2	28	2196	0	0	0
2.815	1	2	282	6	3	28	2196	0	0	0
2.816	1	4	282	7	4	28	2196	0	0	0
2.817	1	3	282	8	1	28	2196	0	0	0
2.818	1	1	282	9	2	28	2196	0	0	0
2.819	1	2	282	10	3	28	2196	0	0	0
2.82	1	4	283	1	4	28	2196	0	0	0
2.821	1	3	283	2	1	28	2196	0	0	0
2.822	1	1	283	3	2	28	2196	0	0	0
2.823	1	2	283	4	3	28	2196	0	0	0
2.824	1	4	283	5	4	28	2196	0	0	0
2.825	1	3	283	6	1	28	2196	0	0	0
2.826	1	1	283	7	2	28	2196	0	0	0
2.827	1	2	283	8	3	28	2196	0	0	0
2.828	1	4	283	9	4	28	2196	0	0	0
2.829	1	3	283	10	1	28	2196	0	0	0
2.83	1	1	284	1	2	28	2196	0	0	0
2.831	1	2	284	2	3	28	2196	0	0	0
2.832	1	4	284	3	4	28	2196	0	0	0
2.833	1	3	284	4	1	28	2196	0	0	0
2.834	1	1	284	5	2	28	2196	0	0	0
2.835	1	2	284	6	3	28	2196	0	0	0
2.836	1	4	284	7	4	28	2196	0	0	0
2.837	1	3	284	8	1	28	2196	0	0	0
2.838	1	1	284	9	2	28	2196	0	0	0
2.839	1	2	284	10	3	28	2196	0	0	0
2.84	1	4	285	1	4	28	2196	0	0	0
2.841	1	3	285	2	1	28	2196	0	0	0
2.842	1	1	285	3	2	28	2196	0	0	0
2.843	1	2	285	4	3	28	2196	0	0	0
2.844	1	4	285	5	4	28	2196	0	0	0
2.845	1	3	285	6	1	28	2196	0	0	0
2.846	1	1	285	7	2	28	2196	0	0	0
2.847	1	2	285	8	3	28	2196	0	0	0
2.848	1	4	285	9	4	28	2196	0	0	0
2.849	1	3	285	10	1	28	2196	0	0	0
2.85	1	1	286	1	2	28	2196	0	0	0
2.851	1	2	286	2	3	28	2196	0	0	0
2.852	1	4	286	3	4	28	2196	0	0	0
2.853	1	3	286	4	1	28	2196	0	0	0
2.854	1	1	286	5	2	28	2196	0	0	0
2.855	1	2	286	6	3	28	2196	0	0	0
2.856	1	4	286	7	4	28	2196	0	0	0
2.857	1	3	286	8	1	28	2196	0	0	0
2.858	1	1	286	9	2	28	2196	0	0	0
2.859	1	2	286	10	3	28	2196	0	0	0
2.86	1	4	287	1	4	28	2196	0	0	0
2.861	1	3	287	2	1	28	2196	0	0	0
2.862	1	1	287	3	2	28	2196	0	0	0
2.863	1	2	287	4	3	28	2196	0	0	0
2.864	1	4	287	5	4	28	2196	0	0	0
2.865	1	3	287	6	1	28	2196	0	0	0
2.866	1	1	287	7	2	28	2196	0	0	0
2.867	1	2	287	8	3	28	2196	0	0	0
2.868	1	4	287	9	4	28	2196	0	0	0
2.869	1	3	287	10	1	28	2196	0	0	0
2.87	1	1	288	1	2	28	2196	0	0	0
2.871	1	2	288	2	3	28	2196	0	0	0
2.872	1	4	288	3	4	28	2196	0	0	0
2.873	1	3	288	4	1	28	2196	0	0	0
2.874	1	1	288	5	2	28	2196	0	0	0
2.875	1	2	288	6	3	28	2196	0	0	0
2.876	1	4	288	7	4	28	2196	0	0	0
2.877	1	3	288	8	1	28	2196	0	0	0
2.878	1	1	288	9	2	28	2196	0	0	0
2.879	1	2	288	10	3	28	2196	0	0	0
2.88	1	4	289	1	4	28	2196	0	0	0
2.881	1	3	289	2	1	28	2196	0	0	0
2.882	1	1	289	3	2	28	2196	0	0	0
2.883	1	2	289	4	3	28	2196	0	0	0
2.884	1	4	289	5	4	28	2196	0	0	0
2.885	1	3	289	6	1	28	2196	0	0	0
2.886	1	1	289	7	2	28	2196	0	0	0
2.887	1	2	289	8	3	28	2196	0	0	0
2.888	1	4	289	9	4	28	2196	0	0	0
2.889	1	3	289	10	1	28	2196	0	0	0
2.89	1	1	290	1	2	28	2196	0	0	0
2.891	1	2	290	2	3	28	2196	0	0	0
2.892	1	4	290	3	4	28	2196	0	0	0
2.893	1	3	290	4	1	28	2196	0	0	0
2.894	1	1	290	5	2	28	2196	0	0	0
2.895	1	2	290	6	3	28	2196	0	0	0
2.896	1	4	290	7	4	28	2196	0	0	0
2.897	1	3	290	8	1	28	2196	0	0	0
2.898	1	1	290	9	2	28	2196	0	0	0
2.899	1	2	290	10	3	28	2196	0	0	0
2.9	1	4	291	1	4	28	2196	0	0	0
2.901	1	3	291	2	1	28	2196	0	0	0
2.902	1	1	291	3	2	28	2196	0	0	0
2.903	1	2	291	4	3	28	2196	0	0	0
2.904	1	4	291	5	4	28	2196	0	0	0
2.905	1	3	291	6	1	28	2196	0	0	0
2.906	1	1	291	7	2	28	2196	0	0	0
2.907	1	2	291	8	3	28	2196	0	0	0
2.908	1	4	291	9	4	28	2196	0	0	0
2.909	1	3	291	10	1	28	2196	0	0	0
2.91	1	1	292	1	2	28	2196	0	0	0
2.911	1	2	292	2	3	28	2196	0	0	0
2.912	1	4	292	3	4	28	2196	0	0	0
2.913	1	3	292	4	1	28	2196	0	0	0
2.914	1	1	292	5	2	28	2196	0	0	0
2.915	1	2	292	6	3	28	2196	0	0	0
2.916	1	4	292	7	4	28	2196	0	0	0
2.917	1	3	292	8	1	28	2196	0	0	0
2.918	1	1	292	9	2	28	2196	0	0	0
2.919	1	2	292	10	3	28	2196	0	0	0
2.92	1	4	293	1	4	28	2196	0	0	0
2.921	1	3	293	2	1	28	2196	0	0	0
2.922	1	1	293	3	2	28	2196	0	0	0
2.923	1	2	293	4	3	28	2196	0	0	0
2.924	1	4	293	5	4	28	2196	0	0	0
2.925	1	3	293	6	1	28	2196	0	0	0
2.926	1	1	293	7	2	28	2196	0	0	0
2.927	1	2	293	8	3	28	2196	0	0	0
2.928	1	4	293	9	4	28	2196	0	0	0
2.929	1	3	293	10	1	28	2196	0	0	0
2.93	1	1	294	1	2	28	2196	0	0	0
2.931	1	2	294	2	3	28	2196	0	0	0
2.932	1	4	294	3	4	28	2196	0	0	0
2.933	1	3	294	4	1	28	2196	0	0	0
2.934	1	1	294	5	2	28	2196	0	0	0
2.935	1	2	294	6	3	28	2196	0	0	0
2.936	1	4	294	7	4	28	2196	0	0	0
2.937	1	3	294	8	1	28	2196	0	0	0
2.938	1	1	294	9	2	28	2196	0	0	0
2.939	1	2	294	10	3	28	2196	0	0	0
2.94	1	4	295	1	4	28	2196	0	0	0
2.941	1	3	295	2	1	28	2196	0	0	0
2.942	1	1	295	3	2	28	2196	0	0	0
2.943	1	2	295	4	3	28	2196	0	0	0
2.944	1	4	295	5	4	28	2196	0	0	0
2.945	1	3	295	6	1	28	2196	0	0	0
2.946	1	1	295	7	2	28	2196	0	0	0
2.947	1	2	295	8	3	28	2196	0	0	0
2.948	1	4	295	9	4	28	2196	0	0	0
2.949	1	3	295	10	1	28	2196	0	0	0
2.95	1	1	296	1	2	28	2196	0	0	0
2.951	1	2	296	2	3	28	2196	0	0	0
2.952	1	4	296	3	4	28	2196	0	0	0
2.953	1	3	296	4	1	28	2196	0	0	0
2.954	1	1	296	5	2	28	2196	0	0	0
2.955	1	2	296	6	3	28	2196	0	0	0
2.956	1	4	296	7	4	28	2196	0	0	0
2.957	1	3	296	8	1	28	2196	0	0	0
2.958	1	1	296	9	2	28	2196	0	0	0
2.959	1	2	296	10	3	28	2196	0	0	0
2.96	1	4	297	1	4	28	2196	0	0	0
2.961	1	3	297	2	1	28	2196	0	0	0
2.962	1	1	297	3	2	28	2196	0	0	0
2.963	1	2	297	4	3	28	2196	0	0	0
2.964	1	4	297	5	4	28	2196	0	0	0
2.965	1	3	297	6	1	28	2196	0	0	0
2.966	1	1	297	7	2	28	2196	0	0	0
2.967	1	2	297	8	3	28	2196	0	0	0
2.968	1	4	297	9	4	28	2196	0	0	0
2.969	1	3	297	10	1	28	2196	0	0	0
2.97	1	1	298	1	2	28	2196	0	0	0
2.971	1	2	298	2	3	28	2196	0	0	0
2.972	1	4	298	3	4	28	2196	0	0	0
2.973	1	3	298	4	1	28	2196	0	0	0
2.974	1	1	298	5	2	28	2196	0	0	0
2.975	1	2	298	6	3	28	2196	0	0	0
2.976	1	4	298	7	4	28	2196	0	0	0
2.977	1	3	298	8	1	28	2196	0	0	0
2.978	1	1	298	9	2	28	2196	0	0	0
2.979	1	2	298	10	3	28	2196	0	0	0
2.98	1	4	299	1	4	28	2196	0	0	0
2.981	1	3	299	2	1	28	2196	0	0	0
2.982	1	1	299	3	2	28	2196	0	0	0
2.983	1	2	299	4	3	28	2196	0	0	0
2.984	1	4	299	5	4	28	2196	0	0	0
2.985	1	3	299	6	1	28	2196	0	0	0
2.986	1	1	299	7	2	28	2196	0	0	0
2.987	1	2	299	8	3	28	2196	0	0	0
2.988	1	4	299	9	4	28	2196	0	0	0
2.989	1	3	299	10	1	28	2196	0	0	0
2.99	1	1	300	1	2	28	2196	0	0	0
2.991	1	2	300	2	3	28	2196	0	0	0
2.992	1	4	300	3	4	28	2196	0	0	0
2.993	1	3	300	4	1	28	2196	0	0	0
2.994	1	1	300	5	2	28	2196	0	0	0
2.995	1	2	300	6	3	28	2196	0	0	0
2.996	1	4	300	7	4	28	2196	0	0	0
2.997	1	3	300	8	1	28	2196	0	0	0
2.998	1	1	300	9	2	28	2196	0	0	0
2.999	1	2	300	10	3	28	2196	0	0	0
3	1	4	301	1	4	28	2196	0	0	0
3.001	1	3	301	2	1	28	2196	0	0	0
3.002	1	1	301	3	2	28	2196	0	0	0
3.003	1	2	301	4	3	28	2196	0	0	0
3.004	1	4	301	5	4	28	2196	0	0	0
3.005	1	3	301	6	1	28	2196	0	0	0
3.006	1	1	301	7	2	28	2196	0	0	0
3.007	1	2	301	8	3	28	2196	0	0	0
3.008	1	4	301	9	4	28	2196	0	0	0
3.009	1	3	301	10	1	28	2196	0	0	0
3.01	1	1	302	1	2	28	2196	0	0	0
3.011	1	2	302	2	3	28	2196	0	0	0
3.012	1	4	302	3	4	28	2196	0	0	0
3.013	1	3	302	4	1	28	2196	0	0	0
3.014	1	1	302	5	2	28	2196	0	0	0
3.015	1	2	302	6	3	28	2196	0	0	0
